#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
-10.084317,270,207.225476
255.911144,321,207.362572
269.991822,335,207.490236
249.822087,335,207.617571
260.877918,357,207.755917
273.154169,310,207.890399
274.443724,320,208.762472
222.87176,276,208.871535
27.559901,250,208.997419
4.000773,265,209.096785
241.595704,325,209.227674
249.085937,314,209.349531
23.089732,256,209.447061
39.335728,264,210.320633
246.571719,315,210.44769
31.85983,274,210.551892
245.071787,280,210.658299
-5.258361,264,210.758329
-28.214056,250,210.854192
268.925966,307,210.97911
248.768342,331,211.905448
240.777903,441,212.083134
248.990995,308,212.202826
256.159725,302,212.31988
-16.001714,257,212.42535
252.474281,355,212.567379
231.821457,333,213.506993
209.298793,448,213.701168
257.786316,378,213.847949
23.078667,248,213.94336
-19.405561,212,214.021965
-21.362368,270,214.146174
241.052011,307,214.276611
233.407524,341,215.19504
250.603286,356,215.329088
237.489855,350,215.460207
240.186945,329,215.587569
2.043292,277,215.694099
11.128045,281,215.805017
-38.898235,311,216.729529
263.081734,402,216.877868
267.656301,311,216.998371
-25.291919,306,217.112336
215.846435,300,217.223575
232.024663,334,217.34882
234.321458,337,218.267106
215.464581,329,218.388168
150.326974,1000,218.780386
229.881469,328,218.911327
262.038482,336,219.830565
255.930131,324,219.954079
221.390837,320,220.119157
267.857411,380,220.265412
255.573088,342,220.397917
255.524228,365,220.540902
4.856976,294,221.405484
263.450946,302,221.520213
251.621864,305,221.63778
230.596511,288,221.748679
270.882136,345,221.879463
260.849093,317,221.99941
212.909283,391,222.152086
245.98829,339,223.0462
240.000859,358,223.176098
243.66818,344,223.308671
188.573514,630,223.545549
265.045756,288,223.657793
243.059152,501,224.639039
30.912578,289,224.751759
261.39882,337,224.880351
257.864334,346,225.022475
237.457368,362,225.169839
257.359171,334,225.295088
14.542048,282,226.185755
245.946443,326,226.307436
244.877634,333,226.446233
259.816445,334,226.572947
257.682345,319,226.697236
293.790653,506,226.894224
4.937165,253,227.782347
254.025423,387,227.935516
247.15623,318,228.056755
249.453055,290,228.175883
257.018238,329,228.301457
10.621274,257,228.401144
275.905827,295,229.268681
248.718491,320,229.393798
23.857756,264,229.493696
263.117307,329,229.619641
240.318027,338,229.745509
239.146645,304,229.855869
226.541361,326,229.976287
242.150323,342,230.882047
237.449141,349,231.014689
255.799495,315,231.163948
264.906065,302,231.281228
253.918245,315,231.402019
228.472909,301,231.511694
240.87565,301,232.407842
251.280659,336,232.531915
265.286171,293,232.647255
142.585242,566,232.867519
232.245785,328,232.995922
-9.81661,267,233.096905
257.711648,321,233.998551
0.924696,279,234.103581
276.738684,348,234.243366
24.947847,247,234.334631
228.875765,296,234.44621
273.663634,338,234.569572
254.828344,337,234.692193
216.761963,295,235.581436
-27.054424,266,235.684251
9.762116,262,235.790622
12.330779,252,235.882185
9.318516,227,235.970687
234.42852,323,236.096294
250.514972,314,236.220435
118.26604,1000,237.406995
236.891302,325,237.529628
14.536892,247,237.625334
255.378535,466,237.807784
274.432807,384,238.749717
262.661746,331,238.881212
224.637663,361,239.022101
232.066367,308,239.141649
219.256396,375,239.282322
3.353641,261,239.384001
238.86296,320,240.261604
240.091067,306,240.387322
280.510901,325,240.514112
233.399953,323,240.635782
242.956302,297,240.759287
23.55749,280,240.875576
1.412483,271,240.988184
258.059132,306,241.896174
247.390801,312,242.019499
259.326473,401,242.176149
240.976217,313,242.295021
256.228286,300,242.40468
-13.709492,285,242.511954
-27.665193,267,242.61055
263.688078,326,243.528163
-7.311947,248,243.618407
263.474645,273,243.725132
225.316226,301,243.841218
248.198016,336,243.968898
6.314978,231,244.056372
243.197142,334,244.185368
3.428287,236,245.054779
236.428248,280,245.160626
6.103673,223,245.256212
244.725317,322,245.389551
266.244027,300,245.505079
230.471792,323,245.628881
225.364518,320,245.755296
255.728396,323,246.650922
228.28771,318,246.804754
242.471047,324,246.928702
251.768447,351,247.067581
234.417784,301,247.188771
260.293682,309,247.310312
247.532302,286,248.202378
214.22576,317,248.334877
190.809869,537,248.556291
273.841304,326,248.687295
87.833303,1000,249.852264
261.815775,260,249.957433
270.293633,331,250.086301
228.630748,293,250.202106
240.085637,338,250.328457
257.136707,280,250.430596
228.664235,284,250.533871
245.016879,281,251.4104
250.49206,304,251.528205
-6.108122,229,251.619172
223.521006,291,251.726964
32.401188,222,251.808402
235.596055,297,251.918796
-30.49183,244,252.007726
239.268121,295,252.902353
248.322068,292,253.016661
249.155354,309,253.148869
4.840278,241,253.239926
25.131747,265,253.336339
273.330063,335,253.466622
229.49965,304,253.58056
-8.614516,202,254.416028
236.010542,546,254.629447
247.205071,380,254.778628
239.168266,338,254.903043
236.532427,319,255.024226
250.43141,365,255.173371
237.286312,326,256.085935
227.073037,356,256.228352
264.867384,347,256.360188
7.122676,227,256.446443
252.748188,318,256.561359
25.36382,277,256.664143
238.323934,307,257.544986
32.448767,228,257.630338
-12.489434,283,257.738664
214.988394,289,257.849904
16.556019,260,257.944706
215.360301,393,258.097973
240.968252,320,258.225472
250.194309,304,259.152605
226.23507,295,259.266448
245.222718,310,259.391409
229.142482,291,259.5045
261.886051,280,259.612131
235.811157,319,259.735985
235.833697,296,259.845003
252.070821,291,260.749708
261.763137,288,260.85836
98.994027,1000,261.264804
-17.827422,249,261.363952
244.541765,336,261.49867
237.025421,289,262.394599
249.7673,298,262.504377
37.463419,217,262.588727
202.070497,289,262.698324
-4.355444,190,262.772015
278.618475,311,262.896403
233.97405,348,263.03258
238.409568,552,264.068107
233.310866,313,264.194564
239.839664,333,264.317348
271.046218,320,264.443318
6.727226,210,264.521045
260.822691,298,264.633122
252.850505,316,265.636162
274.076823,301,265.756036
127.635971,654,266.009043
-28.408752,260,266.109527
245.855157,366,266.256994
208.349089,359,266.403235
254.914449,319,267.330421
259.605184,283,267.445055
230.892583,317,267.572155
260.586132,338,267.705461
232.736127,271,267.806772
217.936535,400,267.969525
-13.392994,256,268.871491
255.742405,301,268.989936
267.978664,388,269.139526
241.68973,258,269.237663
237.958291,340,269.368787
20.901393,249,269.466018
230.975639,270,269.566916
256.028918,292,270.445552
40.038532,230,270.532985
273.770057,306,270.658014
55.513881,232,270.750791
130.040845,776,271.064481
208.97318,405,271.996091
-16.184656,255,272.097582
244.810809,320,272.220342
237.548093,317,272.344993
-8.226114,244,272.441449
222.754855,297,272.557356
17.068396,254,272.655542
266.684107,282,272.761491
246.450132,275,273.659231
247.664346,283,273.766139
246.835159,295,273.88202
233.007219,290,273.992322
212.960861,302,274.114322
253.315882,376,274.255787
249.451472,329,275.141894
234.889398,306,275.258165
